lat,lon,AADT,year,route,ffc
42.256378,-71.141256,1154,,210588,7
42.373387,-71.090988,1154,,210589,7
42.214049,-71.161191,1154,,210591,7
42.217729,-71.164051,1154,,210591,7
42.272405,-71.090449,1154,,210595,7
42.362054,-71.170474,1154,,210596,7
42.403296,-71.033576,1154,,210606,7
42.403561,-71.029711,1154,,210606,7
42.270197,-70.956566,1154,,210611,7
42.261359,-70.994581,1154,,210612,7
42.261879,-70.993641,1154,,210612,7
42.262479,-70.993071,1154,,210612,7
42.263209,-70.992601,1154,,210612,7
42.375143,-71.024503,1154,,210613,7
42.374386,-71.023296,1154,,210613,7
42.270348,-70.951743,4259,2021,2958,5
42.26626,-70.96002,1154,,210620,7
42.266319,-70.960001,1154,,210620,7
42.268049,-70.959491,1154,,210620,7
42.269109,-70.959161,1154,,210620,7
42.269629,-70.958681,1154,,210620,7
42.269999,-70.958111,1154,,210620,7
42.270089,-70.957441,1154,,210620,7
42.270182,-70.956681,1154,,210620,7
42.335383,-71.05492,13301,2021,1796,4
42.239089,-71.014731,1154,,210637,7
42.424074,-71.191667,1154,,210642,7
42.424735,-71.191632,1154,,210642,7
42.424888,-71.191497,1154,,210642,7
42.425102,-71.191077,1154,,210642,7
42.41815,-71.054625,1154,,210650,7
42.418769,-71.053829,1154,,210650,7
42.419276,-71.05318,9366,2021,1292,4
42.404931,-71.17579,1154,,210652,7
42.406961,-71.175705,1154,,210652,7
42.40808,-71.175326,1154,,210652,7
42.40877,-71.174629,1154,,210652,7
42.390088,-71.031619,1154,,210655,7
42.390672,-71.031302,1154,,210655,7
42.450133,-70.992605,1154,,210659,7
42.449187,-70.990739,1154,,210659,7
42.447976,-70.988996,1154,,210659,7
42.393081,-71.147385,1154,,210687,7
42.347051,-71.1914,1154,,210694,7
42.433982,-71.089143,1154,,210696,7
42.433722,-71.088245,1154,,210696,7
42.353638,-71.142051,1154,,210709,7
42.353395,-71.141081,1154,,210709,7
42.353356,-71.140887,1154,,210709,7
42.421618,-71.099888,1154,,210710,7
42.423688,-71.099999,1154,,210710,7
42.424166,-71.100023,1154,,210710,7
42.357042,-71.161274,1154,,210726,7
42.357324,-71.158306,1154,,210726,7
42.356597,-71.162208,1154,,210726,7
42.422722,-71.192277,1154,,210744,7
42.420604,-71.047251,1154,,210750,7
42.351095,-71.142828,1154,,210766,7
42.351302,-71.141378,1154,,210766,7
42.231619,-71.153171,1154,,210783,7
42.232419,-71.154351,1154,,210783,7
42.275927,-71.026587,1154,,210802,7
42.276244,-71.026009,1154,,210802,7
42.276729,-71.025101,1154,,210802,7
42.277302,-71.024086,1154,,210802,7
42.27823,-71.022288,1154,,210802,7
42.365934,-71.052105,1154,,210805,7
42.421604,-71.191114,1154,,210822,7
42.420765,-71.189626,1154,,210822,7
42.448566,-71.005341,1154,,210825,7
42.448218,-71.004901,1154,,210825,7
42.421588,-71.089951,1154,,210837,7
42.381918,-71.02041,1154,,210838,7
42.382443,-71.020776,8220,2023,1437,4
42.383074,-71.021205,1154,,210838,7
42.265632,-71.075654,1154,,210842,7
42.248919,-70.992611,1154,,210846,7
42.248339,-70.991511,1154,,210846,7
42.248268,-70.991296,1154,,210846,7
42.247849,-70.989991,1154,,210846,7
42.247439,-70.989431,1154,,210846,7
42.247189,-70.989109,1154,,210846,7
42.246688,-70.988081,3768,2021,2968,5
42.367498,-71.096386,10909,2021,1475,4
42.344109,-71.107211,1154,,210854,7
42.231899,-70.992551,1154,,210861,7
42.303114,-71.05767,1154,,210867,7
42.30352,-71.056658,1154,,210867,7
42.33469,-71.192634,1154,,210868,7
42.335122,-71.192537,1154,,210868,7
42.401115,-71.118243,1154,,210872,7
42.33041,-71.051273,1154,,210893,7
42.330604,-71.051062,1154,,210893,7
42.294792,-71.1624,1154,,210903,7
42.324514,-71.197987,1154,,210909,7
42.383012,-70.973891,1154,,210914,7
42.421518,-71.025737,1154,,210921,7
42.422948,-71.024951,1154,,210921,7
42.370344,-71.178123,1154,,210926,7
42.370074,-71.176999,1154,,210926,7
42.243402,-71.143499,1154,,210938,7
42.358009,-71.055361,1154,,210948,7
42.355227,-71.148545,1154,,210956,7
42.443666,-71.181314,1154,,210963,7
42.443092,-71.180083,1154,,210963,7
42.443123,-71.178244,1154,,210963,7
42.442749,-71.175122,1154,,210963,7
42.443862,-71.172097,1154,,210963,7
42.445011,-71.169399,1154,,210963,7
42.444399,-71.167628,1154,,210963,7
42.342326,-71.082172,1154,,210967,7
42.342531,-71.081982,1154,,210967,7
42.434005,-71.050831,1154,,210969,7
42.321605,-71.196209,1154,,210970,7
42.358153,-71.055125,1154,,211004,7
42.311651,-71.075529,1154,,211017,7
42.311952,-71.075202,1154,,211017,7
42.312232,-71.074998,1154,,211017,7
42.31267,-71.074726,1154,,211017,7
42.359549,-71.05571,1154,,211029,7
42.339356,-71.12605,1154,,211056,7
42.339149,-71.127401,1154,,211056,7
42.306754,-71.087414,1154,,211060,7
42.306947,-71.08724,1154,,211060,7
42.307377,-71.086865,1154,,211060,7
42.308,-71.086374,1154,,211060,7
42.308362,-71.086109,1154,,211060,7
42.309017,-71.085617,1154,,211060,7
42.310152,-71.08474,1154,,211060,7
42.406124,-71.1225,1154,,211069,7
42.408617,-71.036327,1154,,211072,7
42.40917,-71.035993,1154,,211072,7
42.441951,-71.031691,1154,,211073,7
42.443233,-71.031812,1154,,211073,7
42.443568,-71.03192,1154,,211073,7
42.443789,-71.031848,1154,,211073,7
42.399333,-70.990176,1154,,211076,7
42.399741,-70.988933,1154,,211076,7
42.40041,-70.98695,1154,,211076,7
42.427046,-71.095005,1154,,211084,7
42.38533,-71.120939,1154,,211091,7
42.357917,-70.970831,1154,,211096,7
42.408366,-71.165784,1154,,211099,7
42.369745,-71.11175,1154,,211122,7
42.371731,-71.110414,1154,,211122,7
42.372317,-71.110028,1154,,211122,7
42.373778,-71.10904,1154,,211122,7
42.398321,-71.108841,1154,,211126,7
42.348005,-71.072714,1154,,211148,7
42.216469,-70.992281,1154,,211150,7
42.264132,-70.979569,1154,,211166,7
42.264199,-70.979464,1154,,211166,7
42.253859,-71.123229,1154,,211174,7
42.378715,-71.17255,10248,2021,1456,4
42.221389,-71.178761,1154,,211196,7
42.35468,-71.142457,1154,,211197,7
42.355593,-71.142016,1154,,211197,7
42.356176,-71.141624,1154,,211197,7
42.391263,-71.164978,1154,,211199,7
42.392745,-71.164847,1154,,211199,7
42.313259,-71.140951,1154,,211205,7
42.313729,-71.140371,1154,,211205,7
42.314149,-71.139881,1154,,211205,7
42.314373,-71.139932,1154,,211205,7
42.314317,-71.139684,1154,,211205,7
42.27119,-71.038021,1154,,211222,7
42.272343,-71.038339,1154,,211222,7
42.381376,-71.039285,27288,2021,348,3
42.279844,-71.019731,1154,,211251,7
42.280346,-71.019033,1154,,211251,7
42.280868,-71.018313,1154,,211251,7
42.409076,-71.002629,9408,2021,2126,5
42.410028,-71.002312,1154,,211268,7
42.332597,-71.053364,1154,,211273,7
42.408363,-71.010623,1154,,211290,7
42.358935,-71.179569,1154,,211293,7
42.373739,-71.064869,1154,,211297,7
42.372471,-71.064058,1154,,211297,7
42.372802,-71.064172,1154,,211297,7
42.373077,-71.064215,1154,,211297,7
42.373342,-71.064184,1154,,211297,7
42.30844,-71.127796,1154,,211298,7
42.402143,-70.988011,1154,,211302,7
42.309834,-71.056897,1154,,211309,7
42.310568,-71.056733,1154,,211309,7
42.312294,-71.056219,1154,,211309,7
42.313309,-71.055897,1154,,211309,7
42.313729,-71.055771,1154,,211309,7
42.314203,-71.055586,1154,,211309,7
42.314688,-71.055437,1154,,211309,7
42.315163,-71.05528,1154,,211309,7
42.321348,-71.077139,1154,,211320,7
42.321249,-71.075398,1154,,211320,7
42.364863,-71.09909,3156,2021,1207,4
42.379034,-70.990623,1154,,211344,7
42.379276,-70.989292,1154,,211344,7
42.379315,-70.989083,1154,,211344,7
42.379429,-70.987589,1154,,211344,7
42.379432,-70.987547,1154,,211344,7
42.379554,-70.985778,4800,2021,2310,5
42.376375,-71.065167,1154,,211350,7
42.359209,-71.130963,1154,,211356,7
42.359822,-71.131491,1154,,211356,7
42.360179,-71.13195,1154,,211356,7
42.311735,-71.128494,1154,,211360,7
42.312483,-71.12809,1154,,211360,7
42.233225,-71.133732,1154,,211364,7
42.234081,-71.133329,1154,,211364,7
42.236693,-71.13213,1154,,211364,7
42.38023,-71.111527,1154,,211376,7
42.378376,-71.110809,1154,,211376,7
42.377246,-71.11056,1154,,211376A,7
42.376743,-71.110689,1154,,211376A,7
42.376609,-71.110723,1154,,211376A,7
42.375935,-71.110897,1154,,211376A,7
42.236839,-71.02932,1154,,211382,7
42.236829,-71.029011,1154,,211382,7
42.237019,-71.027481,1154,,211382,7
42.237011,-71.031293,1154,,211382,7
42.270491,-71.104368,1154,,211383,7
42.361039,-71.100818,1154,,211384,7
42.359592,-71.108278,1154,,211400,7
42.358641,-71.106696,16364,2021,321,3
42.357878,-71.10542,15207,2021,322,3
42.313642,-71.109584,1154,,211424,7
42.313454,-71.109258,1154,,211424,7
42.316047,-71.08181,7978,2021,1607,4
42.268099,-71.021211,1154,,211435,7
42.268431,-71.021615,1154,,211435,7
42.37727,-71.066759,9988,2021,1424,4
42.260516,-71.151557,1154,,211443,7
42.261107,-71.152215,1154,,211443,7
42.26161,-71.15212,1154,,211443,7
42.26231,-71.151796,1154,,211443,7
42.263489,-71.151079,1154,,211443,7
42.418156,-71.061278,1154,,211446,7
42.418423,-71.060899,1154,,211446,7
42.418734,-71.060424,1154,,211446,7
42.419004,-71.060008,1154,,211446,7
42.419207,-71.059701,1154,,211446,7
42.419309,-71.059546,1154,,211446,7
42.419726,-71.059016,1154,,211446,7
42.354918,-71.149304,1154,,211455,7
42.354594,-71.148001,1154,,211455,7
42.354103,-71.146124,1154,,211455,7
42.326929,-71.102419,1154,,211457,7
42.29041,-71.086413,1154,,211467,7
42.289588,-71.085069,1154,,211467,7
42.290045,-71.083025,1154,,211467,7
42.269709,-71.019421,46288,2024,3A,3
42.38723,-71.110695,1154,,211476,7
42.338395,-71.104391,1154,,211486,7
42.339777,-71.102874,1154,,211486,7
42.411052,-71.133869,1154,,211491,7
42.42165,-71.106596,1154,,211497,7
42.42161,-71.106363,1154,,211497,7
42.421223,-71.105124,1154,,211497,7
42.421052,-71.10441,1154,,211497,7
42.338369,-71.146102,1154,,211504,7
42.338593,-71.146183,1154,,211504,7
42.405336,-71.139268,1154,,211518,7
42.406073,-71.138341,1154,,211518,7
42.312482,-71.079672,1154,,211533,7
42.311896,-71.078529,1154,,211533,7
42.449091,-71.166043,1154,,211543,7
42.208728,-71.163556,1154,,211566,7
42.206792,-71.16034,1154,,211566,7
42.205699,-71.159451,1154,,211566,7
42.368341,-71.032765,1154,,211567,7
42.365924,-71.028759,1154,,211567,7
42.367255,-71.031129,1154,,211567,7
42.368266,-71.030317,1154,,211567,7
42.368774,-71.029792,1154,,211567,7
42.379827,-71.197594,1154,,211571,7
42.38008,-71.197423,1154,,211571,7
42.380944,-71.196828,1154,,211571,7
42.381503,-71.196423,1154,,211571,7
42.242649,-70.956291,1154,,211573,7
42.382632,-71.065967,1154,,211574,7
42.24049,-71.094347,1154,,211596,7
42.241556,-71.09459,1154,,211596,7
42.242203,-71.094942,1154,,211596,7
42.243349,-71.095471,1154,,211596,7
42.329503,-71.169303,1154,,211604,7
42.233572,-70.998171,1154,,211609,7
42.233576,-70.998162,1154,,211609,7
42.318098,-71.05404,1154,,211626,7
42.41862,-71.084457,1154,,211632,7
42.239622,-71.009059,1154,,211634,7
42.240239,-71.009601,1154,,211634,7
42.240819,-71.009811,1154,,211634,7
42.241659,-71.009691,1154,,211634,7
42.243269,-71.008051,1154,,211634,7
42.437005,-71.192272,1154,,211636,7
42.437655,-71.192675,1154,,211636,7
42.331844,-71.054915,1154,,211641,7
42.290918,-71.053703,1154,,211671,7
42.409529,-71.170579,1154,,211682,7
42.245019,-70.950321,1154,,211684,7
42.245759,-70.951041,1154,,211684,7
42.2706,-71.03365,1154,,211692,7
42.270614,-71.033657,1154,,211692,7
42.270679,-71.033691,1154,,211692,7
42.271277,-71.033971,1154,,211692,7
42.272494,-71.034546,1154,,211692,7
42.273579,-71.035191,1154,,211692,7
42.273339,-71.037931,1154,,211692,7
42.434771,-71.050262,1154,,211694,7
42.325472,-71.057119,1154,,211699,7
42.201809,-70.992171,1154,,211728,7
42.410193,-71.15906,1154,,211731,7
42.410548,-71.159399,1154,,211731,7
42.41066,-71.159452,1154,,211731,7
42.410561,-71.159533,1154,,211731,7
42.32446,-71.104766,1154,,211734,7
42.389135,-71.117967,1154,,211735,7
42.354871,-71.125606,1154,,211745,7
42.249369,-71.165751,1154,,211746,7
42.239176,-71.017349,1154,,211750,7
42.239299,-71.017561,1154,,211750,7
42.27304,-71.077761,1154,,211751,7
42.358583,-70.971725,1154,,211760,7
42.264709,-71.022181,1154,,211763,7
42.267429,-71.025081,4194,2021,2993,5
42.269808,-71.027571,4453,2021,2992,5
42.271649,-71.029535,1154,,211763,7
42.272338,-71.030267,1154,,211763,7
42.308281,-71.075889,1154,,211769,7
42.431774,-71.111883,1154,,211771,7
42.431406,-71.164623,1154,,211781,7
42.431926,-71.162583,1154,,211781,7
42.432346,-71.161327,1154,,211781,7
42.277799,-71.17447,1154,,211785,7
42.276874,-71.172369,1154,,211785,7
42.276809,-71.172096,1154,,211785,7
42.431411,-71.180283,1154,,211810,7
42.294386,-71.058183,1154,,211849,7
42.383275,-70.975984,6453,2021,2311,5
42.394752,-70.988814,1154,,211860,7
42.395014,-70.988744,1154,,211860,7
42.278662,-71.153662,1154,,211874,7
42.279635,-71.152552,1154,,211874,7
42.41077,-71.064621,4060,2021,2285,5
42.280637,-71.154324,1154,,211888,7
42.252509,-71.026711,1154,,211900,7
42.329979,-71.082221,1154,,211926,7
42.226559,-70.990441,1154,,211946,7
42.338993,-71.074377,1154,,211947,7
42.340794,-71.181858,1154,,211965,7
42.340483,-71.181417,1154,,211965,7
42.339765,-71.180519,1154,,211965,7
42.339264,-71.179268,1154,,211965,7
42.339195,-71.178472,1154,,211965,7
42.236118,-71.149107,1154,,211971,7
42.236253,-71.147829,1154,,211971,7
42.23639,-71.146297,1154,,211971,7
42.354763,-71.151535,1154,,211972,7
42.328533,-71.079997,10556,2021,1604,4
42.357316,-71.049663,1154,,211995,7
42.362294,-71.104652,1154,,211997,7
42.361878,-71.10396,1154,,211997,7
42.227279,-70.993631,1154,,211999,7
42.229329,-70.995511,1154,,211999,7
42.231359,-70.997741,1154,,211999,7
42.232099,-70.998361,1154,,211999,7
42.435236,-71.043355,1154,,212018,7
42.435848,-71.043809,1154,,212018,7
42.435959,-71.043845,1154,,212018,7
42.437415,-71.044253,1154,,212018,7
42.418855,-71.055624,1154,,212021,7
42.417822,-71.054071,1154,,212021,7
42.417526,-71.053702,1154,,212021,7
42.417077,-71.053112,1154,,212021,7
42.319455,-71.07236,1154,,212024,7
42.319022,-71.07165,1154,,212024,7
42.385085,-71.176803,1154,,212040,7
42.240039,-71.001941,1154,,212042,7
42.240779,-71.001071,1154,,212042,7
42.241029,-71.000901,1154,,212042,7
42.299229,-71.075134,1154,,212055,7
42.300603,-71.075856,1154,,212055,7
42.339722,-71.075248,1154,,212056,7
42.339946,-71.074904,10991,2021,1537,4
42.341141,-71.073096,1154,,212056,7
42.375911,-71.059519,1154,,212065,7
42.37386,-71.058751,1154,,212065,7
42.375136,-71.059126,1154,,212065,7
42.42259,-70.986345,1154,,212070,7
42.424129,-70.985166,1154,,212070,7
42.40283,-71.101929,1154,,212083,7
42.403831,-71.101115,1154,,212083,7
42.404366,-71.100205,23229,2024,38,4
42.375835,-71.084459,1154,,212090,7
42.377417,-71.085901,1154,,212090,7
42.364487,-71.097307,1154,,212123,7
42.226909,-71.188381,1154,,212136,7
42.440096,-71.036953,1154,,212141,7
42.288745,-71.154136,1154,,212152,7
42.431021,-71.097586,1154,,212164,7
42.437143,-71.054434,1154,,212183,7
42.437948,-71.054269,1154,,212183,7
42.416812,-71.116325,1154,,212188,7
42.326829,-71.082024,1154,,212198,7
42.327468,-71.082245,1154,,212198,7
42.384713,-71.099051,1154,,212200,7
42.282525,-71.023501,1154,,212204,7
42.410925,-71.147572,1154,,212205,7
42.412449,-71.14571,17090,2021,154,3
42.412824,-71.145222,1154,,212205,7
42.225222,-70.992116,1154,,212206,7
42.225374,-70.991432,1154,,212206,7
42.225271,-70.991042,1154,,212206,7
42.224459,-70.99076,5601,2021,2916,5
42.346554,-71.13943,1154,,212210,7
42.29865,-71.105701,1154,,212211,7
42.299685,-71.105118,1154,,212211,7
42.300005,-71.105643,1154,,212213,7
42.300252,-71.105746,1154,,212213,7
42.421929,-71.106182,1154,,212216,7
42.36121,-71.172161,1154,,212217,7
42.362915,-71.172362,1154,,212217,7
42.332225,-71.097528,1154,,212225,7
42.355591,-71.195338,1154,,212234,7
42.366782,-71.103836,2822,2021,2423,5
42.280793,-71.050269,1154,,212240,7
42.298109,-71.155671,1154,,212243,7
42.298449,-71.154851,1154,,212243,7
42.298777,-71.154419,1154,,212243,7
42.299059,-71.154001,1154,,212243,7
42.412789,-71.150392,1154,,212251,7
42.41676,-71.152975,1154,,212254,7
42.416605,-71.15251,1154,,212254,7
42.416436,-71.152259,1154,,212254,7
42.416209,-71.151925,1154,,212254,7
42.448439,-71.056289,1154,,212258,7
42.448615,-71.055423,1154,,212258,7
42.311711,-71.046432,1154,,212263,7
42.403981,-71.051096,1154,,212276,7
42.273649,-71.002031,1154,,212277,7
42.224543,-71.18152,1154,,212280,7
42.419425,-71.172398,1154,,212293,7
42.42441,-71.192321,1154,,212297,7
42.424358,-71.19121,1154,,212297,7
42.424296,-71.190229,1154,,212297,7
42.30431,-71.065612,1154,,212300,7
42.305493,-71.066348,1154,,212300,7
42.306045,-71.066734,1154,,212300,7
42.282989,-71.161713,1154,,212303,7
42.402,-70.985582,1154,,212307,7
42.268389,-71.019921,1154,,212310,7
42.268809,-71.019451,1154,,212310,7
42.269349,-71.018821,46083,2024,3A,3
42.44837,-71.164438,1154,,212324,7
42.314715,-71.094976,1154,,212345,7
42.315138,-71.095624,1154,,212345,7
42.315444,-71.095968,1154,,212345,7
42.315658,-71.09648,1154,,212345,7
42.316105,-71.097181,1154,,212345,7
42.308291,-71.100191,1154,,212346,7
42.316377,-71.095766,1154,,212348,7
42.315765,-71.09458,1154,,212348,7
42.315608,-71.094127,1154,,212348,7
42.376192,-71.155418,1154,,212359,7
42.292349,-71.116804,1154,,212371,7
42.292294,-71.116264,1154,,212371,7
42.292479,-71.115183,1154,,212371,7
42.341242,-71.050991,1154,,212374,7
42.340598,-71.049979,1154,,212374,7
42.339546,-71.048341,1154,,212374,7
42.338603,-71.046883,1154,,212374,7
42.336798,-71.044073,1154,,212374,7
42.275975,-71.026257,1154,,212398,7
42.276669,-71.026941,1154,,212398,7
42.352992,-71.185289,1154,,212399,7
42.420229,-71.104824,1154,,212408,7
42.423827,-71.061423,1154,,212413,7
42.424818,-71.062342,1154,,212413,7
42.425396,-71.062821,17918,2021,341,3
42.310449,-71.112369,1154,,212434,7
42.310997,-71.112051,1154,,212434,7
42.311625,-71.112015,1154,,212434,7
42.311757,-71.112105,1154,,212434,7
42.281079,-71.021189,1154,,212435,7
42.262739,-70.985011,1154,,212473,7
42.396595,-70.987411,1154,,212480,7
42.396698,-70.987311,1154,,212480,7
42.320605,-71.072417,1154,,212484,7
42.320176,-71.073707,1154,,212484,7
42.320261,-71.074014,1154,,212484,7
42.321585,-71.074057,1154,,212484,7
42.321899,-71.074049,1154,,212484,7
42.322248,-71.07396,1154,,212484,7
42.322474,-71.073816,1154,,212484,7
42.406788,-71.147072,1154,,212488,7
42.398044,-71.127354,1154,,212490,7
42.406884,-71.024889,1154,,212494,7
42.407682,-71.024288,9408,2021,2126,5
42.432846,-71.078549,1154,,212500,7
42.432834,-71.078335,1154,,212500,7
42.282492,-71.154106,1154,,212514,7
42.282726,-71.153742,1154,,212514,7
42.283297,-71.153238,1154,,212514,7
42.317752,-71.064934,1154,,212517,7
42.425682,-70.987475,1154,,212531,7
42.426164,-70.987145,1154,,212531,7
42.426581,-70.986824,1154,,212531,7
42.427002,-70.9865,1154,,212531,7
42.427229,-70.986325,1154,,212531,7
42.306306,-71.057094,1154,,212535,7
42.401784,-71.120399,1154,,212548,7
42.402456,-71.120071,1154,,212548,7
42.366958,-70.969461,1154,,212549,7
42.360755,-71.186186,1154,,212551,7
42.394256,-71.156348,1154,,212562,7
42.394146,-71.15556,1154,,212562,7
42.264124,-71.122191,1154,,212573,7
42.264027,-71.120936,1154,,212573,7
42.264,-71.118932,1154,,212573,7
42.24297,-71.132927,1154,,212576,7
42.387163,-70.972722,1154,,212581,7
42.387088,-70.970739,1154,,212581,7
42.388434,-70.975602,1154,,212581,7
42.388053,-70.974014,1154,,212581,7
42.40998,-71.180717,1154,,212586,7
42.406557,-71.062813,1154,,212588,7
42.302213,-71.065387,1154,,212597,7
42.267143,-71.101624,1154,,212606,7
42.267369,-71.101871,1154,,212606,7
42.267828,-71.102399,1154,,212606,7
42.267966,-71.102542,1154,,212606,7
42.26827,-71.102907,1154,,212606,7
42.268508,-71.103183,1154,,212606,7
42.268851,-71.103585,1154,,212606,7
42.269012,-71.103765,1154,,212606,7
42.269305,-71.104115,1154,,212606,7
42.269908,-71.104791,1154,,212606,7
42.270561,-71.105521,1154,,212606,7
42.270826,-71.105859,1154,,212606,7
42.271523,-71.106528,1154,,212606,7
42.414639,-71.194748,1154,,212612,7
42.414943,-71.194517,1154,,212612,7
42.414997,-71.194485,2379,2023,1439,4
42.278087,-71.178751,1154,,212613,7
42.27889,-71.176213,1154,,212613,7
42.230588,-71.13913,1154,,212634,7
42.32273,-71.094552,1154,,212641,7
42.322806,-71.092878,1154,,212641,7
42.338633,-71.197275,1154,,212645,7
42.33896,-71.197268,1154,,212645,7
42.34027,-71.197278,1154,,212645,7
42.433595,-71.059933,1154,,212648,7
42.372206,-71.078248,1154,,212651,7
42.372958,-71.07754,1154,,212651,7
42.43651,-71.038894,1154,,212659,7
42.441634,-71.140053,4115,2021,2357,5
42.331801,-71.124531,1154,,212670,7
42.332359,-71.124121,1154,,212670,7
42.332789,-71.124231,1154,,212670,7
42.395586,-71.19586,1154,,212672,7
42.446808,-71.052225,1154,,212682,7
42.447521,-71.052417,1154,,212682,7
42.448309,-71.052628,1154,,212682,7
42.449419,-71.052916,1154,,212682,7
42.449941,-71.05316,1154,,212682,7
42.43061,-71.177729,1154,,212700,7
42.269043,-71.148641,1154,,212713,7
42.269421,-71.149101,1154,,212713,7
42.432501,-71.184748,1154,,212721,7
42.42945,-71.182734,1154,,212721A,7
42.429917,-71.183007,1154,,212721A,7
42.430448,-71.183352,1154,,212721A,7
42.221539,-70.955141,1154,,212724,7
42.221449,-70.954181,1154,,212724,7
42.221689,-70.953511,1154,,212724,7
42.222599,-70.951011,1154,,212724,7
42.222269,-70.949591,1154,,212724,7
42.446664,-71.026977,1154,,212735,7
42.395332,-70.991324,1154,,212752,7
42.395338,-70.991226,1154,,212752,7
42.331088,-71.03406,1154,,212765,7
42.227982,-71.184828,1154,,212783,7
42.432671,-71.162893,1154,,212799,7
42.433337,-71.163091,1154,,212799,7
42.424671,-71.149091,1154,,212807,7
42.343707,-71.136188,1154,,212813,7
42.342967,-71.136801,1154,,212813,7
42.342384,-71.136,1154,,212813,7
42.341142,-71.1345,1154,,212813,7
42.340335,-71.132058,1154,,212813,7
42.34005,-71.131001,1154,,212813,7
42.379653,-71.152507,1154,,212821,7
42.378017,-71.152109,1154,,212821,7
42.377841,-71.152065,1154,,212821,7
42.37744,-71.151956,1154,,212821,7
42.37634,-71.151675,1154,,212821,7
42.375321,-71.151416,1154,,212821,7
42.374879,-71.151314,1154,,212821,7
42.217299,-70.992821,1154,,212825,7
42.433277,-71.054802,1154,,212826,7
42.433125,-71.055203,1154,,212826,7
42.316088,-71.074427,1154,,212835,7
42.436518,-71.071665,1154,,212844,7
42.250708,-70.968296,1154,,212847,7
42.328649,-71.147821,1154,,212857,7
42.32934,-71.147168,1154,,212857,7
42.329472,-71.147026,1154,,212857,7
42.32978,-71.146504,1154,,212857,7
42.374456,-71.098927,1154,,212860,7
42.432547,-71.078614,1154,,212861,7
42.433514,-71.078385,1154,,212861,7
42.215849,-71.014851,1154,,212866,7
42.215459,-71.014251,1154,,212866,7
42.202657,-71.157016,1154,,213399,7
42.204202,-71.157783,1154,,213399,7
42.392736,-71.167009,1154,,213748,7
42.378775,-71.02478,1154,,213812,7
42.379318,-71.024179,1154,,213813,7
42.368754,-71.020036,1154,,213823,7
42.365909,-71.017595,1154,,213823,7
42.359191,-71.050882,1154,,213841,7
42.365738,-71.066204,1154,,213849,7
42.374776,-71.055558,1154,,213852,7
42.375031,-71.055842,1154,,213852,7
42.379103,-71.051208,1154,,213853,7
42.378992,-71.050819,1154,,213853,7
42.37794,-71.049605,1154,,213853,7
42.374817,-71.054619,1154,,213854,7
42.375265,-71.053899,1154,,213854,7
42.375451,-71.053551,1154,,213854,7
42.375825,-71.052978,1154,,213854,7
42.376602,-71.051731,1154,,213854,7
42.377408,-71.050478,1154,,213854,7
42.378953,-71.051124,1154,,213855,7
42.376232,-71.050449,1154,,213856,7
42.376167,-71.050313,1154,,213856,7
42.376189,-71.050248,1154,,213856,7
42.376274,-71.050218,1154,,213856,7
42.376373,-71.050264,1154,,213856,7
42.376505,-71.050416,1154,,213856,7
42.376517,-71.050428,1154,,213856,7
42.377416,-71.051434,1154,,213856,7
42.37818,-71.050964,1154,,213857,7
42.377374,-71.052974,1154,,213858,7
42.375557,-71.051777,1154,,213859,7
42.376496,-71.052851,1154,,213859,7
42.376518,-71.052876,1154,,213859,7
42.377051,-71.053466,1154,,213859,7
42.37539,-71.055247,1154,,213860,7
42.375589,-71.054989,1154,,213861,7
42.376219,-71.053939,1154,,213861,7
42.375841,-71.054546,1154,,213862,7
42.37458,-71.052502,1154,,213863,7
42.37402,-71.051867,1154,,213863,7
42.373751,-71.051575,1154,,213863,7
42.37369,-71.05151,1154,,213863,7
42.373516,-71.051314,1154,,213863,7
42.373674,-71.051222,1154,,213863,7
42.373438,-71.052758,1154,,213864,7
42.373137,-71.052426,1154,,213864,7
42.37299,-71.052341,1154,,213864,7
42.373035,-71.052556,1154,,213864,7
42.359089,-71.025625,1154,,214003,7
42.356764,-71.020498,1154,,214003,7
42.357229,-71.01901,1154,,214003,7
42.362486,-71.025324,1154,,214003,7
42.365721,-71.060635,11109,2021,419,4
42.365808,-71.060715,1154,,214363,7
42.374289,-71.029702,1154,,214365,7
42.36794,-71.02213,1154,,214374,7
42.367318,-71.019684,1154,,214374,7
42.367661,-71.020555,1154,,214374,7
42.353883,-71.047954,350,,214505,7
42.328289,-71.09256,1154,,214863,7
42.328433,-71.092351,1154,,214863,7
42.386309,-71.004866,1154,,214874,7
42.38639,-71.004614,1154,,214874,7
42.386602,-71.00396,1154,,214874,7
42.386679,-71.003724,1154,,214874,7
42.386752,-71.003497,1154,,214874,7
42.316179,-71.075999,1154,,214875,7
42.342445,-71.053554,1154,,214880,7
42.225819,-71.173931,1154,,214988,7
42.347383,-71.042279,1154,,215002,7
42.225739,-71.173781,1154,,215003,7
42.226284,-71.172273,1154,,215003,7
42.226209,-71.171881,1154,,215003,7
42.225165,-71.170833,1154,,215003,7
42.22477,-71.17067,1154,,215003,7
42.233819,-71.185461,1154,,215004,7
42.222569,-71.155571,1154,,215005,7
42.216579,-71.153521,1154,,215006,7
42.227499,-71.159071,1154,,215008,7
42.227739,-71.159231,1154,,215008,7
42.228027,-71.159165,1154,,215008,7
42.228459,-71.158651,1154,,215008,7
42.228929,-71.15768,1154,,215008,7
